cgl_id,Entry,Entry name,Protein names,Gene names,Organism,Cross-reference (RefSeq)
Cgl0265,Q8NTP1,Q8NTP1_CORGL,Hypothetical membrane protein,Cgl0265,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599518.1;WP_011013517.1;
Cgl0266,Q8NTP0,Q8NTP0_CORGL,Hypothetical membrane protein,Cgl0266,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599519.1;WP_011013518.1;
Cgl0267,Q8NTN9,Q8NTN9_CORGL,"Formate hydrogenlyase subunit 3/Multisubunit Na+/H+ antiporter, MnhD subunit",Cgl0267,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599520.1;WP_011013519.1;
Cgl0268,Q8NTN8,Q8NTN8_CORGL,Multisubunit Na+/H+ antiporter,Cgl0268,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599521.1;WP_011013520.1;
Cgl0269,Q8NTN7,Q8NTN7_CORGL,"NADH:ubiquinone oxidoreductase subunit 5 (Chain L)/Multisubunit Na+/H+ antiporter, MnhA subunit",Cgl0269,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599522.1;
Cgl0276,Q8NTN0,Q8NTN0_CORGL,Predicted phosphohydrolases (EC 3.1.-.-),Cgl0276,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599529.1;
Cgl0279,Q8NTM7,Q8NTM7_CORGL,Transcriptional regulator WhiB,whiB Cgl0279,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599532.1;
Cgl0284,Q8NTM2,Q8NTM2_CORGL,Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases II (EC 6.2.1.3),Cgl0284,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599536.1;WP_011013532.1;
Cgl0286,Q8NTM0,Q8NTM0_CORGL,Dehydrogenases with different specificities (Related to short-chain alcohol dehydrogenases) (EC 1.1.1.100),Cgl0286,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599538.1;WP_011013534.1;
Cgl0288,Q8NTL8,Q8NTL8_CORGL,Acyl-CoA dehydrogenases,Cgl0288,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599540.1;WP_011013536.1;
Cgl0289,Q8NTL7,Q8NTL7_CORGL,Predicted acyl dehydratase,Cgl0289,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599541.1;WP_003863309.1;
Cgl0291,Q79VI7,CRPL_CORGL,CRP-like cAMP-activated global transcriptional regulator (cAMP receptor protein) (CRP) (cAMP regulatory protein),glxR cg0350 Cgl0291,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599543.1;WP_003855810.1;
Cgl0293,Q8NTL4,Q8NTL4_CORGL,Endonuclease III (EC 4.2.99.18) (DNA-(apurinic or apyrimidinic site) lyase),nth Cgl0293,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599545.1;WP_011013539.1;
Cgl0295,Q8NTL2,Q8NTL2_CORGL,NTP pyrophosphohydrolases including oxidative damage repair enzymes,Cgl0295,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599547.1;
Cgl0296,Q8NTL1,Q8NTL1_CORGL,"Trypsin-like serine proteases, typically periplasmic, contain C-terminal PDZ domain",Cgl0296,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599548.1;
Cgl0297,Q8NTL0,Q8NTL0_CORGL,Predicted hydrolases or acyltransferases (Alpha/beta hydrolase superfamily) (EC 3.3.2.9),Cgl0297,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599549.1;WP_011013543.1;
Cgl0299,Q8NTK8,Q8NTK8_CORGL,Phosphoserine phosphatase (EC 3.1.3.3),Cgl0299,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599551.1;
Cgl0309,Q8NTJ8,Q8NTJ8_CORGL,DNA topoisomerase 1 (EC 5.6.2.1) (DNA topoisomerase I),topA Cgl0309,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599561.1;WP_011013552.1;
Cgl0311,Q8NTJ6,Q8NTJ6_CORGL,"Adenylate cyclase, family 3 (Some proteins contain HAMP domain) (EC 4.6.1.1)",Cgl0311,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599563.1;
Cgl0315,Q8NTJ2,Q8NTJ2_CORGL,Adenylate kinase and related kinases,Cgl0315,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599567.1;WP_011013557.1;
Cgl0319,Q8NTI8,Q8NTI8_CORGL,"Zn-dependent alcohol dehydrogenases, class III (EC 1.2.1.-)",Cgl0319,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599571.1;WP_003863269.1;
Cgl0323,Q8NTI4,Q8NTI4_CORGL,Nucleoside-diphosphate-sugar epimerases,Cgl0323,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599575.1;WP_011013564.1;
Cgl0325,Q8NTI2,Q8NTI2_CORGL,Glycosyltransferases involved in cell wall biogenesis,Cgl0325,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599577.1;
Cgl0327,Q8NTI0,Q8NTI0_CORGL,Predicted glycosyltransferases,Cgl0327,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599579.1;WP_011013568.1;
Cgl0328,Q8NTH9,Q8NTH9_CORGL,"5'-nucleotidase/2',3'-cyclic phosphodiesterase and related esterases (EC 3.6.1.45)",Cgl0328,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599580.1;WP_011013569.1;
Cgl0331,Q8NTH6,Q8NTH6_CORGL,Zn-dependent alcohol dehydrogenases (EC 1.1.1.2),Cgl0331,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599582.1;WP_011013571.1;
Cgl0332,Q8NTH5,Q8NTH5_CORGL,Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24),Cgl0332,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599583.1;WP_011013572.1;
Cgl0333,Q8NTH4,Q8NTH4_CORGL,dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133),Cgl0333,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599584.1;WP_011013573.1;
Cgl0334,Q8NTH3,Q8NTH3_CORGL,"dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)",Cgl0334,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599585.1;
Cgl0335,Q8NTH2,Q8NTH2_CORGL,Nitroreductase (EC 1.6.99.3),Cgl0335,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599586.1;WP_011013575.1;
Cgl0336,Q8NTH1,Q8NTH1_CORGL,"ABC-type Fe3+-siderophores transport systems, periplasmic components",Cgl0336,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599587.1;WP_011013576.1;
Cgl0343,Q8NTG4,Q8NTG4_CORGL,Cmt1,cmt1 Cgl0343,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599594.1;WP_011013583.1;
Cgl0347,Q8NTG0,Q8NTG0_CORGL,Predicted nucleoside-diphosphate sugar epimerases,Cgl0347,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599598.1;WP_011265533.1;
Cgl0349,Q8NTF8,Q8NTF8_CORGL,Sugar transferases involved in lipopolysaccharide synthesis,Cgl0349,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599600.1;WP_011013589.1;
Cgl0352,Q8NTF5,Q8NTF5_CORGL,UDP-N-acetylglucosamine enolpyruvyl transferase (EC 2.5.1.7),Cgl0352,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599603.1;WP_011013592.1;
Cgl0353,Q8NTF4,MURB1_CORGL,UDP-N-acetylenolpyruvoylglucosamine reductase 1 (EC 1.3.1.98) (UDP-N-acetylmuramate dehydrogenase 1),murB1 murB Cgl0353 cg0423,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599604.1;WP_011013593.1;
Cgl0360,Q8NTE7,Q8NTE7_CORGL,UDP-glucose 6-dehydrogenase (EC 1.1.1.22),Cgl0360,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599610.1;WP_011013598.1;
Cgl0366,Q8NTE1,DLDH_CORGL,Dihydrolipoyl dehydrogenase (LPD) (EC 1.8.1.4) (Dihydrolipoamide dehydrogenase) (E3 component of alpha-ketoacid dehydrogenase complexes),lpd Cgl0366 cg0441,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599614.1;WP_011013602.1;
Cgl0367,Q8NTE0,Q8NTE0_CORGL,UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9),Cgl0367,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599615.1;WP_011265539.1;
Cgl0368,Q8NTD9,Q8NTD9_CORGL,Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase (EC 4.2.-.-),Cgl0368,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599616.1;WP_020948506.1;
Cgl0369,Q8NTD8,RAMB_CORGL,HTH-type transcriptional regulator RamB (Regulator of acetate metabolism B) (RamB),ramB cg0444 Cgl0369,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599617.1;WP_003859703.1;
Cgl0370,Q8NTD7,Q8NTD7_CORGL,Hypothetical membrane protein,Cgl0370,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599618.1;WP_003855465.1;
Cgl0371,Q8NTD6,Q8NTD6_CORGL,"Succinate dehydrogenase/fumarate reductase, flavoprotein subunits",Cgl0371,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599619.1;
Cgl0373,Q8NTD4,Q8NTD4_CORGL,Hypothetical membrane protein,Cgl0373,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599621.1;
Cgl0382,Q8NTC5,Q8NTC5_CORGL,Formyltetrahydrofolate deformylase (EC 3.5.1.10) (Formyl-FH(4) hydrolase),purU Cgl0382,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599630.1;WP_011013616.1;
Cgl0383,Q8NTC4,DEOC_CORGL,Deoxyribose-phosphate aldolase (DERA) (EC 4.1.2.4) (2-deoxy-D-ribose 5-phosphate aldolase) (Phosphodeoxyriboaldolase) (Deoxyriboaldolase),deoC Cgl0383 cg0458,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599631.1;
Cgl0386,Q8NTC1,Q8NTC1_CORGL,Cation transport ATPases (EC 3.6.1.-),Cgl0386,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599634.1;WP_011013619.1;
Cgl0389,Q8NTB8,Q8NTB8_CORGL,"ABC-type transporter, periplasmic component",Cgl0389,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599637.1;WP_003859750.1;
Cgl0390,Q8NTB7,Q8NTB7_CORGL,"ABC-type transporter, permease components",Cgl0390,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599638.1;
Cgl0391,Q8NTB6,Q8NTB6_CORGL,"ABC-type transporter, ATPase component",Cgl0391,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599639.1;WP_011013622.1;
Cgl0397,Q8NTB0,MURB2_CORGL,UDP-N-acetylenolpyruvoylglucosamine reductase 2 (EC 1.3.1.98) (UDP-N-acetylmuramate dehydrogenase 2),murB2 Cgl0397 cg0476,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599645.1;
Cgl0400,Q8NTA7,Q8NTA7_CORGL,Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases II (EC 6.2.1.3),Cgl0400,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599647.1;WP_003855494.1;
Cgl0401,Q8NTA6,MSHA_CORGL,D-inositol 3-phosphate glycosyltransferase (EC 2.4.1.250) (N-acetylglucosamine-inositol-phosphate N-acetylglucosaminyltransferase) (GlcNAc-Ins-P N-acetylglucosaminyltransferase),mshA Cgl0401 cg0481,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599648.1;WP_011013628.1;
Cgl0402,Q8NTA5,GPMA_CORGL,"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase (BPG-dependent PGAM) (PGAM) (Phosphoglyceromutase) (dPGM) (EC 5.4.2.11)",gpmA Cgl0402 cg0482,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599649.1;WP_003855496.1;
Cgl0407,Q8NTA0,Q8NTA0_CORGL,Uncharacterized protein,Cgl0407,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599655.1;WP_011013633.1;
Cgl0410,P0C1E4,P5CR_CORGL,Pyrroline-5-carboxylate reductase (P5C reductase) (P5CR) (EC 1.5.1.2) (PCA reductase),proC Cgl0410 cg0490,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599658.1;WP_003855505.1;
Cgl0415,Q8NT93,Q8NT93_CORGL,Phosphoserine phosphatase (EC 3.1.3.3),Cgl0415,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599661.1;WP_003855543.1;
Cgl0417,P0C543,HEM1_CORGL,Glutamyl-tRNA reductase (GluTR) (EC 1.2.1.70),hemA Cgl0417 cg0497,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599664.2;
Cgl0418,Q8NT90,HEM3_CORGL,Porphobilinogen deaminase (PBG) (EC 2.5.1.61) (Hydroxymethylbilane synthase) (HMBS) (Pre-uroporphyrinogen synthase),hemC Cgl0418 cg0498,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599665.1;WP_011013637.1;
Cgl0422,Q8NT86,Q8NT86_CORGL,3-dehydroshikimate dehydratase (DSD) (EC 4.2.1.118),Cgl0422,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599669.1;WP_011013639.1;
Cgl0423,O52377,AROQ_CORGL,3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase),aroQ aroD Cgl0423 cg0503,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599670.1;WP_003860435.1;
Cgl0426,Q8NT84,Q8NT84_CORGL,"ABC-type transporter, ATPase component",Cgl0426,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599673.1;WP_011013642.1;
Cgl0428,Q8NT82,Q8NT82_CORGL,"ABC-type transporter, periplasmic component",Cgl0428,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599675.1;
Cgl0429,Q8NT81,Q8NT81_CORGL,Uroporphyrinogen-III synthase (EC 2.1.1.107),Cgl0429,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599676.1;
Cgl0431,Q8NT79,Q8NT79_CORGL,Delta-aminolevulinic acid dehydratase (EC 4.2.1.24),Cgl0431,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599678.1;WP_011013646.1;
Cgl0435,Q8NT75,DCUP_CORGL,Uroporphyrinogen decarboxylase (UPD) (URO-D) (EC 4.1.1.37),hemE Cgl0435 cg0516,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599682.1;WP_011265560.1;
Cgl0436,Q8NT74,Q8NT74_CORGL,Coproporphyrinogen III oxidase (EC 1.3.3.15),Cgl0436,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599683.1;WP_011013650.1;
Cgl0437,Q8NT73,GSA_CORGL,"Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)",hemL Cgl0437 cg0518,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599684.1;
Cgl0448,Q8NT62,Q8NT62_CORGL,"1,4-dihydroxy-2-naphthoate octaprenyltransferase (DHNA-octaprenyltransferase) (EC 2.5.1.74)",menA Cgl0448,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599695.1;WP_011013659.1;
Cgl0450,Q8NT60,Q8NT60_CORGL,Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases II,Cgl0450,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599697.1;
Cgl0453,Q8NT57,KDGD_CORGL,Probable 5-dehydro-4-deoxyglucarate dehydratase (EC 4.2.1.41) (5-keto-4-deoxy-glucarate dehydratase) (KDGDH),Cgl0453 cg0536,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599700.1;WP_003860476.1;
Cgl0460,Q8NT50,Q8NT50_CORGL,Phosphate transporter,Cgl0460,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599707.1;WP_011265565.1;
Cgl0463,Q8NT47,Q8NT47_CORGL,"1,4-dihydroxy-2-naphthoyl-CoA synthase (DHNA-CoA synthase) (EC 4.1.3.36)",menB Cgl0463,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599708.1;WP_003860502.1;
Cgl0466,Q8NT44,Q8NT44_CORGL,o-succinylbenzoate synthase (OSB synthase) (OSBS) (EC 4.2.1.113) (4-(2'-carboxyphenyl)-4-oxybutyric acid synthase) (o-succinylbenzoic acid synthase),menC Cgl0466,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599711.1;WP_011013669.1;
Cgl0467,Q8NT43,Q8NT43_CORGL,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase (SEPHCHC synthase) (EC 2.2.1.9) (Menaquinone biosynthesis protein MenD),menD Cgl0467,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599712.1;WP_011013670.1;
Cgl0469,Q8NT41,MGTA_CORGL,GDP-mannose-dependent alpha-mannosyltransferase (EC 2.4.1.-) (Guanosine diphosphomannose-dependent alpha-mannosyltransferase),mgtA Cgl0469 cg0554,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599714.1;
Cgl0470,Q8NT40,Q8NT40_CORGL,Gamma-aminobutyrate permease and related permeases,Cgl0470,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599715.1;
Cgl0471,Q8NT39,MENG_CORGL,Demethylmenaquinone methyltransferase (EC 2.1.1.163),menG Cgl0471 cg0556,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599716.1;WP_011013674.1;
Cgl0473,Q8NT37,Q8NT37_CORGL,Geranylgeranyl pyrophosphate synthase (EC 2.5.1.30),Cgl0473,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599718.1;WP_011013676.1;
Cgl0474,H7C6C7,H7C6C7_CORGL,Protein translocase subunit SecE,secE Cgl0474,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599719.1;WP_011013677.1;
Cgl0475,H7C6D0,H7C6D0_CORGL,Transcription termination/antitermination protein NusG,nusG Cgl0475,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599720.1;WP_011013678.1;
Cgl0476,Q9LAK6,RL11_CORGL,50S ribosomal protein L11,rplK Cgl0476 cg0563,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599721.1;WP_011013679.1;
Cgl0477,Q9LAK5,RL1_CORGL,50S ribosomal protein L1,rplA Cgl0477 cg0564,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599722.1;WP_011013680.1;
Cgl0479,Q8NT35,Q8NT35_CORGL,PLP-dependent aminotransferases (EC 2.6.1.19),Cgl0479,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599724.1;WP_011013682.1;
Cgl0480,Q8NT34,Q8NT34_CORGL,NAD-dependent aldehyde dehydrogenases (EC 1.2.1.16),Cgl0480,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599725.1;WP_011013683.1;
Cgl0485,Q8NT29,RL10_CORGL,50S ribosomal protein L10,rplJ Cgl0485 cg0572,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599730.1;WP_011013688.1;
Cgl0486,Q8NT28,RL7_CORGL,50S ribosomal protein L7/L12,rplL Cgl0486 cg0573,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599731.1;WP_003854210.1;
Cgl0488,Q8NT26,RPOB_CORGL,DNA-directed RNA polymerase subunit beta (RNAP subunit beta) (EC 2.7.7.6) (RNA polymerase subunit beta) (Transcriptase subunit beta),rpoB Cgl0488 cg0576,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599733.1;WP_011265569.1;
Cgl0489,Q8NT25,RPOC_CORGL,DNA-directed RNA polymerase subunit beta' (RNAP subunit beta') (EC 2.7.7.6) (RNA polymerase subunit beta') (Transcriptase subunit beta'),rpoC Cgl0489 cg0577,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599734.1;WP_011013691.1;
Cgl0493,Q8NT21,RS12_CORGL,30S ribosomal protein S12,rpsL Cgl0493 cg0581,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599738.1;WP_003854221.1;
Cgl0494,Q8NT20,RS7_CORGL,30S ribosomal protein S7,rpsG Cgl0494 cg0582,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_599739.1;WP_003854222.1;
