NCgl_ID,Cgl_ID,ID,Name,Synonyms,Protein,Strains,Function,Length
NCgl0358,Cgl0369,cg0444,ramB,,HTH-type transcriptional regulator RamB,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),During growth on glucose,
NCgl0359,Cgl0370,cg0445,sdhCD,,Hypothetical membrane protein,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,257
NCgl0360,Cgl0371,cg0446,sdhA,,Succinate dehydrogenase/fumarate reductase,,,
NCgl0362,Cgl0373,cg0448,,,Hypothetical membrane protein,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,112
NCgl0371,Cgl0382,cg0457,purU,,Formyltetrahydrofolate deformylase,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),Catalyzes the hydrolysis of 10-formyltetrahydrofolate (formyl-FH4) to formate and tetrahydrofolate (FH4).,304
NCgl0372,Cgl0383,cg0458,deoC,,Deoxyribose-phosphate aldolase,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),Catalyzes a reversible aldol reaction between acetaldehyde and D-glyceraldehyde 3-phosphate to generate 2-deoxy-D-ribose 5-phosphate.,222
NCgl0375,Cgl0386,cg0464,ctpA,,Cation transport ATPases,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,755
NCgl0378,Cgl0389,cg0467,,,ABC-type transporter,,,
NCgl0379,Cgl0390,cg0468,,,ABC-type transporter,,,
NCgl0380,Cgl0391,cg0469,,,ABC-type transporter,,,
NCgl0386,Cgl0397,cg0476,murB2,,UDP-N-acetylenolpyruvoylglucosamine reductase 2,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),Cell wall formation.,367
NCgl0388,Cgl0400,cg0480,fadD5,,Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases II,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,568
NCgl0389,Cgl0401,cg0481,mshA,,D-inositol 3-phosphate glycosyltransferase,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),Catalyzes the transfer of a N-acetyl-glucosamine moiety to 1D-myo-inositol 3-phosphate to produce 1D-myo-inositol 2-acetamido-2-deoxy-glucopyranoside 3-phosphate in the mycothiol biosynthesis pathway.,418
NCgl0390,Cgl0402,cg0482,gpmA,,2,,,
NCgl0395,Cgl0407,cg0487,,,Uncharacterized protein,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,301
NCgl0398,Cgl0410,cg0490,proC,,Pyrroline-5-carboxylate reductase,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),Catalyzes the reduction of 1-pyrroline-5-carboxylate (PCA) to L-proline.,270
NCgl0400,Cgl0415,cg0495,,,Phosphoserine phosphatase,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,355
NCgl0402,Cgl0417,cg0497,hemA,,Glutamyl-tRNA reductase,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),Catalyzes the NADPH-dependent reduction of glutamyl-tRNA(Glu) to glutamate 1-semialdehyde (GSA).,463
NCgl0403,Cgl0418,cg0498,hemC,,Porphobilinogen deaminase,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),Tetrapolymerization of the monopyrrole PBG into the hydroxymethylbilane pre-uroporphyrinogen in several discrete steps.,302
NCgl0407,Cgl0422,cg0502,,,Sugar phosphate isomerases/epimerases,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,618
NCgl0408,Cgl0423,cg0503,aroD,aroQ,3-dehydroquinate dehydratase,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),Catalyzes a trans-dehydration via an enolate intermediate.,145
NCgl0409,Cgl0424,cg0504,aroE,qsuD,Quinate/shikimate dehydrogenase (NAD(+)),Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),Involved in the biosynthesis of the chorismate,
NCgl0411,Cgl0426,cg0506,,,ABC-type transporter,,,
NCgl0413,Cgl0428,cg0508,,,ABC-type transporter,,,
NCgl0414,Cgl0429,cg0510,hemD,,Uroporphyrinogen-III synthase,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,590
NCgl0416,Cgl0431,cg0512,hemB,,Delta-aminolevulinic acid dehydratase,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,339
NCgl0420,Cgl0435,cg0516,hemE,,Uroporphyrinogen decarboxylase,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),Catalyzes the decarboxylation of four acetate groups of uroporphyrinogen-III to yield coproporphyrinogen-III.,358
NCgl0421,Cgl0436,cg0517,hemY,,Protoporphyrinogen oxidase,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),Catalyzes the 6-electron oxidation of protoporphyrinogen-IX to form protoporphyrin-IX.,448
NCgl0422,Cgl0437,cg0518,hemL,,Glutamate-1-semialdehyde 2,,,
NCgl0433,Cgl0448,cg0531,menA,,1,,,
NCgl0435,Cgl0450,cg0533,menE,,Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases II,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,441
NCgl0438,Cgl0453,cg0536,,,Probable 5-dehydro-4-deoxyglucarate dehydratase,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,316
NCgl0445,Cgl0460,cg0545,pitA,,Phosphate transporter,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,425
NCgl0446,Cgl0463,cg0548,menB,,1,,,
NCgl0449,Cgl0466,cg0551,menC,,o-succinylbenzoate synthase,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),Converts 2-succinyl-6-hydroxy-2,
NCgl0450,Cgl0467,cg0552,menD,,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),Catalyzes the thiamine diphosphate-dependent decarboxylation of 2-oxoglutarate and the subsequent addition of the resulting succinic semialdehyde-thiamine pyrophosphate anion to isochorismate to yield 2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate (SEPHCHC).,543
NCgl0452,Cgl0469,cg0554,mgtA,,GDP-mannose-dependent alpha-mannosyltransferase,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),Catalyzes the addition of a mannose residue from GDP-D-mannose to GlcAGroAc2 to generate 1,
NCgl0453,Cgl0470,cg0555,,,Gamma-aminobutyrate permease and related permeases,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,453
NCgl0454,Cgl0471,cg0556,ubiE,menG,Demethylmenaquinone methyltransferase,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),Methyltransferase required for the conversion of demethylmenaquinol (DMKH2) to menaquinol (MKH2).,230
NCgl0456,Cgl0473,cg0559,ispB,,Geranylgeranyl pyrophosphate synthase,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,350
NCgl0457,Cgl0474,cg0561,secE,,Protein translocase subunit SecE,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),Essential subunit of the Sec protein translocation channel SecYEG. Clamps together the 2 halves of SecY. May contact the channel plug during translocation.,111
NCgl0458,Cgl0475,cg0562,nusG,,Transcription termination/antitermination protein NusG,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),Participates in transcription elongation,
NCgl0459,Cgl0476,cg0563,rplK,,50S ribosomal protein L11,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),Forms part of the ribosomal stalk which helps the ribosome interact with GTP-bound translation factors.,145
NCgl0460,Cgl0477,cg0564,rplA,,50S ribosomal protein L1,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),Binds directly to 23S rRNA. The L1 stalk is quite mobile in the ribosome,
NCgl0462,Cgl0479,cg0566,gabT,,PLP-dependent aminotransferases,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,448
NCgl0463,Cgl0480,cg0567,gabD2,,NAD-dependent aldehyde dehydrogenases,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,453
NCgl0468,Cgl0485,cg0572,rplJ,,50S ribosomal protein L10,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),Forms part of the ribosomal stalk,
NCgl0469,Cgl0486,cg0573,rplL,,50S ribosomal protein L7/L12,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),Forms part of the ribosomal stalk which helps the ribosome interact with GTP-bound translation factors. Is thus essential for accurate translation.,128
NCgl0471,Cgl0488,cg0576,rpoB,,DNA-directed RNA polymerase subunit beta,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates.,1165
NCgl0472,Cgl0489,cg0577,rpoC,,DNA-directed RNA polymerase subunit beta',Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates.,1333
NCgl0476,Cgl0493,cg0581,rpsL,,30S ribosomal protein S12,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),With S4 and S5 plays an important role in translational accuracy.Interacts with and stabilizes bases of the 16S rRNA that are involved in tRNA selection in the A site and with the mRNA backbone. Located at the interface of the 30S and 50S subunits,
NCgl0477,Cgl0494,cg0582,rpsG,,30S ribosomal protein S7,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),One of the primary rRNA binding proteins,
NCgl0478,Cgl0495,cg0583,fusA,,Elongation factor G,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),Catalyzes the GTP-dependent ribosomal translocation step during translation elongation. During this step,
NCgl0480,Cgl0497,cg0587,tuf,,Elongation factor Tu,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis.,396
NCgl0483,Cgl0501,cg0590,,,ABC-type transporter,,,
NCgl0484,Cgl0502,cg0591,,,ABC-type transporter,,,
NCgl0485,Cgl0503,cg0592,,,Acetyl-CoA hydrolase,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,172
NCgl0486,Cgl0504,cg0593,rpsJ,nusE,30S ribosomal protein S10,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),Involved in the binding of tRNA to the ribosomes.,101
NCgl0487,Cgl0505,cg0594,rplC,,50S ribosomal protein L3,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),One of the primary rRNA binding proteins,
NCgl0488,Cgl0507,cg0596,rplD,,50S ribosomal protein L4,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),One of the primary rRNA binding proteins,
NCgl0489,Cgl0508,cg0597,rplW,,50S ribosomal protein L23,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),One of the early assembly proteins it binds 23S rRNA. One of the proteins that surrounds the polypeptide exit tunnel on the outside of the ribosome. Forms the main docking site for trigger factor binding to the ribosome.UniRule annotation,101
NCgl0490,Cgl0510,cg0598,rplB,,50S ribosomal protein L2,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),One of the primary rRNA binding proteins. Required for association of the 30S and 50S subunits to form the 70S ribosome,
NCgl0491,Cgl0511,cg0599,rpsS,,30S ribosomal protein S19,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),Protein S19 forms a complex with S13 that binds strongly to the 16S ribosomal RNA.,92
NCgl0492,Cgl0513,cg0600,rplV,,50S ribosomal protein L22,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),This protein binds specifically to 23S rRNA; its binding is stimulated by other ribosomal proteins,
NCgl0493,Cgl0514,cg0601,rpsC,,30S ribosomal protein S3,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),Binds the lower part of the 30S subunit head. Binds mRNA in the 70S ribosome,
NCgl0494,Cgl0515,cg0602,rplP,,50S ribosomal protein L16,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),Binds 23S rRNA and is also seen to make contacts with the A and possibly P site tRNAs.,138
NCgl0495,Cgl0516,cg0603,rpmC,,50S ribosomal protein L29,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,76
NCgl0496,Cgl0517,cg0604,rpsQ,,30S ribosomal protein S17,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),One of the primary rRNA binding proteins,
NCgl0499,Cgl0521,cg0608,rplN,,50S ribosomal protein L14,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),Binds to 23S rRNA. Forms part of two intersubunit bridges in the 70S ribosome.,122
NCgl0500,Cgl0522,cg0609,rplX,,50S ribosomal protein L24,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),One of two assembly initiator proteins,
NCgl0501,Cgl0523,cg0610,rplE,,50S ribosomal protein L5,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),This is 1 of the proteins that binds and probably mediates the attachment of the 5S RNA into the large ribosomal subunit,
NCgl0505,Cgl0527,cg0616,fdhD,,Sulfur carrier protein FdhD,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),Required for formate dehydrogenase (FDH) activity. Acts as a sulfur carrier protein that transfers sulfur from IscS to the molybdenum cofactor prior to its insertion into FDH.,305
NCgl0507,Cgl0529,cg0618,fdhF,,Anaerobic dehydrogenases,,,
NCgl0510,Cgl0532,cg0622,,,ABC-type transporter,,,
NCgl0511,Cgl0533,cg0623,,,ABC-type transporter,,,
NCgl0514,Cgl0536,cg0627,,,Histone acetyltransferase HPA2 and related acetyltransferases,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,156
NCgl0515,Cgl0537,cg0628,rpsH,,30S ribosomal protein S8,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),One of the primary rRNA binding proteins,
NCgl0516,Cgl0538,cg0629,rplF,,50S ribosomal protein L6,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),This protein binds to the 23S rRNA,
NCgl0517,Cgl0539,cg0630,rplR,,50S ribosomal protein L18,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),This is one of the proteins that binds and probably mediates the attachment of the 5S RNA into the large ribosomal subunit,
NCgl0518,Cgl0540,cg0631,rpsE,,30S ribosomal protein S5,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),With S4 and S12 plays an important role in translational accuracy.Located at the back of the 30S subunit body where it stabilizes the conformation of the head with respect to the body.,211
NCgl0519,Cgl0541,cg0632,rpmD,,50S ribosomal protein L30,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,61
NCgl0520,Cgl0542,cg0634,rplO,,50S ribosomal protein L15,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),Binds to the 23S rRNA.,148
NCgl0523,Cgl0546,cg0637,betB,,NAD-dependent aldehyde dehydrogenases,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,497
NCgl0528,Cgl0551,cg0642,,,Phosphoenolpyruvate synthase/pyruvate phosphate dikinase,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,580
NCgl0530,Cgl0553,cg0645,cytP,,Cytochrome P450,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,430
NCgl0532,Cgl0555,cg0647,secY,,Protein translocase subunit SecY,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),The central subunit of the protein translocation channel SecYEG. Consists of two halves formed by TMs 1-5 and 6-10. These two domains form a lateral gate at the front which open onto the bilayer between TMs 2 and 7,
NCgl0533,Cgl0556,cg0648,adk,,Adenylate kinase,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),Catalyzes the reversible transfer of the terminal phosphate group between ATP and AMP. Plays an important role in cellular energy homeostasis and in adenine nucleotide metabolism.,181
NCgl0534,Cgl0557,cg0649,map1,,Methionine aminopeptidase,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),Removes the N-terminal methionine from nascent proteins. The N-terminal methionine is often cleaved when the second residue in the primary sequence is small and uncharged (Met-Ala-,
NCgl0536,Cgl0560,cg0651,infA,,Translation initiation factor IF-1,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),One of the essential components for the initiation of protein synthesis. Stabilizes the binding of IF-2 and IF-3 on the 30S subunit to which N-formylmethionyl-tRNA(fMet) subsequently binds. Helps modulate mRNA selection,
NCgl0537,Cgl0561,cg0652,rpsM,,30S ribosomal protein S13,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),Located at the top of the head of the 30S subunit,
NCgl0538,Cgl0562,cg0653,rpsK,,30S ribosomal protein S11,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),Located on the platform of the 30S subunit,
NCgl0539,Cgl0563,cg0654,rpsD,,30S ribosomal protein S4,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),One of the primary rRNA binding proteins,
NCgl0540,Cgl0564,cg0655,rpoA,,DNA-directed RNA polymerase subunit alpha,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates.,338
NCgl0541,Cgl0566,cg0656,rplQ,,50S ribosomal protein L17,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,163
NCgl0542,Cgl0567,cg0657,truA,hisT,tRNA pseudouridine synthase A,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),Formation of pseudouridine at positions 38,
NCgl0544,Cgl0569,cg0659,,,N-acetyltransferase domain-containing protein,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,152
NCgl0550,Cgl0575,cg0665,,,Subtilisin-like serine proteases,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,453
NCgl0556,Cgl0581,cg0673,rplM,,50S ribosomal protein L13,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),This protein is one of the early assembly proteins of the 50S ribosomal subunit,
NCgl0557,Cgl0582,cg0674,rpsI,,30S ribosomal protein S9,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,182
NCgl0558,Cgl0583,cg0675,glmM,,Phosphoglucosamine mutase,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),Catalyzes the conversion of glucosamine-6-phosphate to glucosamine-1-phosphate.,447
NCgl0563,Cgl0588,cg0681,alr,,Alanine racemase,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),Catalyzes the interconversion of L-alanine and D-alanine. May also act on other amino acids.,361
NCgl0565,Cgl0590,cg0683,,,Uncharacterized transporter Cgl0590/cg0683,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025),,533
